council,year,type,process,tonnage
Clackmannanshire,2014,Chemical wastes,Prepared for reuse,3.3
Clackmannanshire,2014,Chemical wastes,Recycled,
Clackmannanshire,2014,Chemical wastes,Organics recycled,
Clackmannanshire,2014,Chemical wastes,Recovered by incineration,
Clackmannanshire,2014,Chemical wastes,Recovered by co-incineration,
Clackmannanshire,2014,Chemical wastes,Managed by other methods,
Clackmannanshire,2014,Chemical wastes,Disposed by incineration,
Clackmannanshire,2014,Chemical wastes,Landfilled,
Clackmannanshire,2014,Combustion wastes,Generated,0
Clackmannanshire,2014,Combustion wastes,Prepared for reuse,
Clackmannanshire,2014,Combustion wastes,Recycled,
Clackmannanshire,2014,Combustion wastes,Organics recycled,
Clackmannanshire,2014,Combustion wastes,Recovered by incineration,
Clackmannanshire,2014,Combustion wastes,Recovered by co-incineration,
Clackmannanshire,2014,Combustion wastes,Managed by other methods,1
Clackmannanshire,2014,Combustion wastes,Disposed by incineration,
Clackmannanshire,2014,Combustion wastes,Landfilled,269.9
Clackmannanshire,2014,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Generated,514.6
Clackmannanshire,2014,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Prepared for reuse,
Clackmannanshire,2014,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recycled,514.6
Clackmannanshire,2014,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Organics recycled,
Clackmannanshire,2014,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recovered by incineration,
Clackmannanshire,2014,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recovered by co-incineration,
Clackmannanshire,2014,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Managed by other methods,
Clackmannanshire,2014,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Disposed by incineration,
Clackmannanshire,2014,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Landfilled,
Clackmannanshire,2014,Discarded vehicles,Generated,17.4
Clackmannanshire,2014,Discarded vehicles,Prepared for reuse,17.4
Clackmannanshire,2014,Discarded vehicles,Recycled,
Clackmannanshire,2014,Discarded vehicles,Organics recycled,
Clackmannanshire,2014,Discarded vehicles,Recovered by incineration,
Clackmannanshire,2014,Discarded vehicles,Recovered by co-incineration,
Clackmannanshire,2014,Discarded vehicles,Managed by other methods,
Clackmannanshire,2014,Discarded vehicles,Disposed by incineration,
Clackmannanshire,2014,Discarded vehicles,Landfilled,
Clackmannanshire,2014,Glass wastes,Generated,1334.8
Clackmannanshire,2014,Glass wastes,Prepared for reuse,
Clackmannanshire,2014,Glass wastes,Recycled,1334.8
Clackmannanshire,2014,Glass wastes,Organics recycled,
Clackmannanshire,2014,Glass wastes,Recovered by incineration,
Clackmannanshire,2014,Glass wastes,Recovered by co-incineration,
Clackmannanshire,2014,Glass wastes,Managed by other methods,
Clackmannanshire,2014,Glass wastes,Disposed by incineration,
Clackmannanshire,2014,Glass wastes,Landfilled,
Clackmannanshire,2014,Health care and biological wastes,Generated,
Clackmannanshire,2014,Health care and biological wastes,Prepared for reuse,
Clackmannanshire,2014,Health care and biological wastes,Recycled,
Clackmannanshire,2014,Health care and biological wastes,Organics recycled,
Clackmannanshire,2014,Health care and biological wastes,Recovered by incineration,
Clackmannanshire,2014,Health care and biological wastes,Recovered by co-incineration,
Clackmannanshire,2014,Health care and biological wastes,Managed by other methods,
Clackmannanshire,2014,Health care and biological wastes,Disposed by incineration,
Clackmannanshire,2014,Health care and biological wastes,Landfilled,
Clackmannanshire,2014,Household and similar wastes,Generated,11463.7
Clackmannanshire,2014,Household and similar wastes,Prepared for reuse,0
Clackmannanshire,2014,Household and similar wastes,Recycled,0
Clackmannanshire,2014,Household and similar wastes,Organics recycled,0
Clackmannanshire,2014,Household and similar wastes,Recovered by incineration,
Clackmannanshire,2014,Household and similar wastes,Recovered by co-incineration,4.5
Clackmannanshire,2014,Household and similar wastes,Managed by other methods,
Clackmannanshire,2014,Household and similar wastes,Disposed by incineration,1079.4
Clackmannanshire,2014,Household and similar wastes,Landfilled,9924.4
Clackmannanshire,2014,"Metallic wastes, ferrous",Generated,0
Clackmannanshire,2014,"Metallic wastes, ferrous",Prepared for reuse,
Clackmannanshire,2014,"Metallic wastes, ferrous",Recycled,124.19
Clackmannanshire,2014,"Metallic wastes, ferrous",Organics recycled,
Clackmannanshire,2014,"Metallic wastes, ferrous",Recovered by incineration,
Clackmannanshire,2014,"Metallic wastes, ferrous",Recovered by co-incineration,
Clackmannanshire,2014,"Metallic wastes, ferrous",Managed by other methods,
Clackmannanshire,2014,"Metallic wastes, ferrous",Disposed by incineration,
Clackmannanshire,2014,"Metallic wastes, ferrous",Landfilled,
Clackmannanshire,2014,"Metallic wastes, mixed ferrous and non-ferrous",Generated,391.8
Clackmannanshire,2014,"Metallic wastes, mixed ferrous and non-ferrous",Prepared for reuse,
Clackmannanshire,2014,"Metallic wastes, mixed ferrous and non-ferrous",Recycled,398.1
Clackmannanshire,2014,"Metallic wastes, mixed ferrous and non-ferrous",Organics recycled,
Clackmannanshire,2014,"Metallic wastes, mixed ferrous and non-ferrous",Recovered by incineration,
Clackmannanshire,2014,"Metallic wastes, mixed ferrous and non-ferrous",Recovered by co-incineration,
Clackmannanshire,2014,"Metallic wastes, mixed ferrous and non-ferrous",Managed by other methods,
Clackmannanshire,2014,"Metallic wastes, mixed ferrous and non-ferrous",Disposed by incineration,
Clackmannanshire,2014,"Metallic wastes, mixed ferrous and non-ferrous",Landfilled,
Clackmannanshire,2014,"Metallic wastes, non-ferrous",Generated,0
Clackmannanshire,2014,"Metallic wastes, non-ferrous",Prepared for reuse,
Clackmannanshire,2014,"Metallic wastes, non-ferrous",Recycled,26.1
Clackmannanshire,2014,"Metallic wastes, non-ferrous",Organics recycled,
Clackmannanshire,2014,"Metallic wastes, non-ferrous",Recovered by incineration,
Clackmannanshire,2014,"Metallic wastes, non-ferrous",Recovered by co-incineration,
Clackmannanshire,2014,"Metallic wastes, non-ferrous",Managed by other methods,
Clackmannanshire,2014,"Metallic wastes, non-ferrous",Disposed by incineration,
Clackmannanshire,2014,"Metallic wastes, non-ferrous",Landfilled,
Clackmannanshire,2014,Mineral waste from construction and demolition,Generated,582.2
Clackmannanshire,2014,Mineral waste from construction and demolition,Prepared for reuse,1.1
Clackmannanshire,2014,Mineral waste from construction and demolition,Recycled,585.8
Clackmannanshire,2014,Mineral waste from construction and demolition,Organics recycled,
Clackmannanshire,2014,Mineral waste from construction and demolition,Recovered by incineration,
Clackmannanshire,2014,Mineral waste from construction and demolition,Recovered by co-incineration,
Clackmannanshire,2014,Mineral waste from construction and demolition,Managed by other methods,
Clackmannanshire,2014,Mineral waste from construction and demolition,Disposed by incineration,
Clackmannanshire,2014,Mineral waste from construction and demolition,Landfilled,
Clackmannanshire,2014,Mixed and undifferentiated materials,Generated,3784.1
Clackmannanshire,2014,Mixed and undifferentiated materials,Prepared for reuse,
Clackmannanshire,2014,Mixed and undifferentiated materials,Recycled,
Clackmannanshire,2014,Mixed and undifferentiated materials,Organics recycled,
Clackmannanshire,2014,Mixed and undifferentiated materials,Recovered by incineration,
Clackmannanshire,2014,Mixed and undifferentiated materials,Recovered by co-incineration,
Clackmannanshire,2014,Mixed and undifferentiated materials,Managed by other methods,
Clackmannanshire,2014,Mixed and undifferentiated materials,Disposed by incineration,
Clackmannanshire,2014,Mixed and undifferentiated materials,Landfilled,429.25
Clackmannanshire,2014,Paper and cardboard wastes,Generated,114.5
Clackmannanshire,2014,Paper and cardboard wastes,Prepared for reuse,
Clackmannanshire,2014,Paper and cardboard wastes,Recycled,3043.69
Clackmannanshire,2014,Paper and cardboard wastes,Organics recycled,
Clackmannanshire,2014,Paper and cardboard wastes,Recovered by incineration,
Clackmannanshire,2014,Paper and cardboard wastes,Recovered by co-incineration,
Clackmannanshire,2014,Paper and cardboard wastes,Managed by other methods,
Clackmannanshire,2014,Paper and cardboard wastes,Disposed by incineration,
Clackmannanshire,2014,Paper and cardboard wastes,Landfilled,
Clackmannanshire,2014,Plastic wastes,Generated,0
Clackmannanshire,2014,Plastic wastes,Prepared for reuse,
Clackmannanshire,2014,Plastic wastes,Recycled,283.47
Clackmannanshire,2014,Plastic wastes,Organics recycled,
Clackmannanshire,2014,Plastic wastes,Recovered by incineration,
Clackmannanshire,2014,Plastic wastes,Recovered by co-incineration,
Clackmannanshire,2014,Plastic wastes,Managed by other methods,
Clackmannanshire,2014,Plastic wastes,Disposed by incineration,
Clackmannanshire,2014,Plastic wastes,Landfilled,
Clackmannanshire,2014,Rubber wastes,Generated,
Clackmannanshire,2014,Rubber wastes,Prepared for reuse,
Clackmannanshire,2014,Rubber wastes,Recycled,
Clackmannanshire,2014,Rubber wastes,Organics recycled,
Clackmannanshire,2014,Rubber wastes,Recovered by incineration,
Clackmannanshire,2014,Rubber wastes,Recovered by co-incineration,
Clackmannanshire,2014,Rubber wastes,Managed by other methods,
Clackmannanshire,2014,Rubber wastes,Disposed by incineration,
Clackmannanshire,2014,Rubber wastes,Landfilled,
Clackmannanshire,2014,Soils,Generated,896
Clackmannanshire,2014,Soils,Prepared for reuse,79.8
Clackmannanshire,2014,Soils,Recycled,896
Clackmannanshire,2014,Soils,Organics recycled,
Clackmannanshire,2014,Soils,Recovered by incineration,
Clackmannanshire,2014,Soils,Recovered by co-incineration,
Clackmannanshire,2014,Soils,Managed by other methods,
Clackmannanshire,2014,Soils,Disposed by incineration,
Clackmannanshire,2014,Soils,Landfilled,
Clackmannanshire,2014,Textile wastes,Generated,343.2
Clackmannanshire,2014,Textile wastes,Prepared for reuse,
Clackmannanshire,2014,Textile wastes,Recycled,349.5
Clackmannanshire,2014,Textile wastes,Organics recycled,
Clackmannanshire,2014,Textile wastes,Recovered by incineration,
Clackmannanshire,2014,Textile wastes,Recovered by co-incineration,
Clackmannanshire,2014,Textile wastes,Managed by other methods,
Clackmannanshire,2014,Textile wastes,Disposed by incineration,
Clackmannanshire,2014,Textile wastes,Landfilled,
Clackmannanshire,2014,Used oils,Generated,5.8
Clackmannanshire,2014,Used oils,Prepared for reuse,
Clackmannanshire,2014,Used oils,Recycled,5.8
Clackmannanshire,2014,Used oils,Organics recycled,
Clackmannanshire,2014,Used oils,Recovered by incineration,
Clackmannanshire,2014,Used oils,Recovered by co-incineration,
Clackmannanshire,2014,Used oils,Managed by other methods,
Clackmannanshire,2014,Used oils,Disposed by incineration,
Clackmannanshire,2014,Used oils,Landfilled,
Clackmannanshire,2014,Vegetal wastes,Generated,4220
Clackmannanshire,2014,Vegetal wastes,Prepared for reuse,
Clackmannanshire,2014,Vegetal wastes,Recycled,
Clackmannanshire,2014,Vegetal wastes,Organics recycled,4173.74
Clackmannanshire,2014,Vegetal wastes,Recovered by incineration,
Clackmannanshire,2014,Vegetal wastes,Recovered by co-incineration,
Clackmannanshire,2014,Vegetal wastes,Managed by other methods,
Clackmannanshire,2014,Vegetal wastes,Disposed by incineration,
Clackmannanshire,2014,Vegetal wastes,Landfilled,46.26
Clackmannanshire,2014,Wood wastes,Generated,1751.7
Clackmannanshire,2014,Wood wastes,Prepared for reuse,
Clackmannanshire,2014,Wood wastes,Recycled,1796.9
Clackmannanshire,2014,Wood wastes,Organics recycled,
Clackmannanshire,2014,Wood wastes,Recovered by incineration,
Clackmannanshire,2014,Wood wastes,Recovered by co-incineration,
Clackmannanshire,2014,Wood wastes,Managed by other methods,
Clackmannanshire,2014,Wood wastes,Disposed by incineration,
Clackmannanshire,2014,Wood wastes,Landfilled,35
Clackmannanshire,2014,Subtotal,Generated,26785.55
Clackmannanshire,2014,Subtotal,Prepared for reuse,101.6
Clackmannanshire,2014,Subtotal,Recycled,9371.4
Clackmannanshire,2014,Subtotal,Organics recycled,5456.24
Clackmannanshire,2014,Subtotal,Recovered by incineration,
Clackmannanshire,2014,Subtotal,Recovered by co-incineration,4.5
Clackmannanshire,2014,Subtotal,Managed by other methods,1
Clackmannanshire,2014,Subtotal,Disposed by incineration,1079.4
Clackmannanshire,2014,Subtotal,Landfilled,10772.31
Clackmannanshire,2015,Animal and mixed food waste,Generated,1344
Clackmannanshire,2015,Animal and mixed food waste,Prepared for reuse,
Clackmannanshire,2015,Animal and mixed food waste,Recycled,
Clackmannanshire,2015,Animal and mixed food waste,Organics recycled,1276.9
Clackmannanshire,2015,Animal and mixed food waste,Recovered by incineration,
Clackmannanshire,2015,Animal and mixed food waste,Recovered by co-incineration,
Clackmannanshire,2015,Animal and mixed food waste,Managed by other methods,
Clackmannanshire,2015,Animal and mixed food waste,Disposed by incineration,
Clackmannanshire,2015,Animal and mixed food waste,Landfilled,67.1
Clackmannanshire,2015,Batteries and accumulators wastes,Generated,18.4
Clackmannanshire,2015,Batteries and accumulators wastes,Prepared for reuse,
Clackmannanshire,2015,Batteries and accumulators wastes,Recycled,18.4
Clackmannanshire,2015,Batteries and accumulators wastes,Organics recycled,
Clackmannanshire,2015,Batteries and accumulators wastes,Recovered by incineration,
Clackmannanshire,2015,Batteries and accumulators wastes,Recovered by co-incineration,
Clackmannanshire,2015,Batteries and accumulators wastes,Managed by other methods,
Clackmannanshire,2015,Batteries and accumulators wastes,Disposed by incineration,
Clackmannanshire,2015,Batteries and accumulators wastes,Landfilled,
Clackmannanshire,2015,Chemical wastes,Generated,1.74
Clackmannanshire,2015,Chemical wastes,Prepared for reuse,1.74
Clackmannanshire,2015,Chemical wastes,Recycled,
Clackmannanshire,2015,Chemical wastes,Organics recycled,
Clackmannanshire,2015,Chemical wastes,Recovered by incineration,
Clackmannanshire,2015,Chemical wastes,Recovered by co-incineration,
Clackmannanshire,2015,Chemical wastes,Managed by other methods,
Clackmannanshire,2015,Chemical wastes,Disposed by incineration,
Clackmannanshire,2015,Chemical wastes,Landfilled,
Clackmannanshire,2015,Combustion wastes,Generated,0
Clackmannanshire,2015,Combustion wastes,Prepared for reuse,
Clackmannanshire,2015,Combustion wastes,Recycled,
Clackmannanshire,2015,Combustion wastes,Organics recycled,
Clackmannanshire,2015,Combustion wastes,Recovered by incineration,
Clackmannanshire,2015,Combustion wastes,Recovered by co-incineration,
Clackmannanshire,2015,Combustion wastes,Managed by other methods,3
Clackmannanshire,2015,Combustion wastes,Disposed by incineration,
Clackmannanshire,2015,Combustion wastes,Landfilled,98.82
Clackmannanshire,2015,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Generated,528.04
